,Comments,Date,Likes
46,One championship is much better than ufc...,2023-09-25T21:48:27Z,0
47,I’ve been watching one Friday fight night since the first Time they had it at the legendary stadium in Thailand. I love how they use mma glove in Muay Thai fights and they always put on great shows,2023-09-25T21:01:15Z,0
48,"I love that Chatri brought honor, discipline and respect back to martial arts.  There’s a reason why the fighters in One FC don’t act like Jon Jones or Conor MacGregor.  Chatri simply doesn’t tolerate it.  Respect.",2023-09-25T20:23:04Z,0
49,I hope one can be successful,2023-09-25T19:43:28Z,0
50,Honestly i hve never ever heard of this organization before watching this clip.,2023-09-25T16:45:24Z,0
51,"Chatri is a good man
I hope he capture the UFC from stupid dana.
dana is an evil people he didn't care about the good fighters. Dana is supports rude fighters drug addicts fighyers. So chatri is better for UFC.",2023-09-25T11:59:51Z,1
52,"""Let us try to leave this Earth better off than how we found it"" 
One single principle that would be enough for all to live by. Chatri: What a man, what a warrior.",2023-09-25T11:26:26Z,0
53,Before singing praises I hope you ppl realize UFC revenue in last calendar year was $1.5 billion and ONE Championship as of D3c 2021 has a $383 million in loses and this is information publicly disclosed by ONE Championship so I'm not sure I can take anything on face value.,2023-09-25T11:08:41Z,0
54,This guy is a stud . Thanks for the upload!,2023-09-25T02:07:22Z,0
55,The Sponsor section is very very confusing. I thought it was part of the story first. You should make the transition from the story to the sponsor clearer.,2023-09-25T01:17:17Z,0
56,"I cried ahaha 
My boyfriend sort of introduced me to ufc first and then shared some ONE fights and i was blown away, i love seeing how much he loves this sport and him sharing the lore of these amazing fighters lol!! Idk i think its so beautiful and i love binding with him over it. This video is just cinematic 10/10",2023-09-24T21:33:57Z,0
57,Id like to fight for this guy. Heavy weight,2023-09-24T20:21:23Z,0
58,"I got wrapped up into watching this whole clip.  Great story.  UFC is all about the owners, the Fighters need more money. There needs to be a percentage of profit spread out more.  I don’t know what that is but it needs to be higher.  Look how much for all players and basketball players earn.  I believe in capitalism , so if there is another outlet like ONE, then it will draw fighters to it and UFC will be forced to “sweeten the pot”!",2023-09-24T15:30:37Z,0
59,Listening to Chatri vs Dana is like Obama vs Trump lol,2023-09-24T14:00:25Z,0
60,Hey bro i just stumbled upon this video and i'm just... wow.,2023-09-24T12:15:25Z,0
61,Bet they pay their fighters and give them sponsor options too.,2023-09-24T10:38:30Z,0
62,"one is better than the ufc hands down, one actually has class",2023-09-24T07:40:29Z,0
63,but the asian financial crisis happened in 1998.. while he graduated from tufts in 94.,2023-09-24T05:44:58Z,0
64,Not in America.,2023-09-24T05:06:16Z,0
65,One fighters are real warriors vs the current ufc fighters who are mostly entertainers.,2023-09-24T03:27:03Z,0
66,I'm just saying I cried so I get a lot of likes...,2023-09-24T01:41:46Z,1
67,if ladyboy could pay more than the ufc then dana is dead. but lady boy secretly sick with the magic johnson wouldnt,2023-09-23T23:19:27Z,0
68,How can a poor person especially coming from Thailand afford HARVARD STUDENT DEBT? How the hell did he even get a student loan without being a citizen? Absolutely bonkers he was able get such a big break that 95% of the world doesn’t get. Very very fishy. I wont be surprised to find out all the corrupt gang ties he has.,2023-09-23T21:48:37Z,0
69,Did he say steroids? 😂,2023-09-23T15:48:36Z,0
70,ONE is way bigger and better than the UFC loke it or not....with the best fighters....mighty mouse rodtang you name it...this are not fake fights like the ufc...it is as real as it comes and there is real money and real bonuses.bonuses up to a million.while the UFC has problems paying fighters.,2023-09-23T13:16:19Z,0
71,Isn't it embarrassing to make such a sellout propaganda video?,2023-09-23T10:15:26Z,0
72,he is very clearly a propped up entrelarpeur finance bro puppet,2023-09-23T06:16:47Z,0
73,Dana white mistake is taking UFC greatness for granted...,2023-09-23T04:47:08Z,0
74,"This is why a lack of parental support can either make or break you depending on how you decide to process it. I can totally relate to having been doubted my entire life due to being an underperformer at school, not very athletic, not bright...but the work ethic and the determination to prove them wrong is why I can live the life I have today. Moral of the story, you can't get to where you want to go if you aim to take the smoothest path at all times.",2023-09-23T02:23:13Z,0
75,Chatri is shady as hell but the number of people in these comments gargling on Dana White's balls is insane lol,2023-09-23T00:02:23Z,0
76,Patrick Gavia delivers another masterpiece!,2023-09-22T21:41:15Z,0
77,He made ufc have to murge with wwe,2023-09-22T21:07:17Z,0
78,This is inspiring..❤,2023-09-22T19:14:40Z,0
79,This dude makes me hate Dana even more what a great man he is,2023-09-22T14:23:16Z,0
80,"I saw some MMA video, and randomly watched this Video. Bro, your video is amazing, the story are inspirational! I am gonna wake up and fight for my life caused by this 27 minutes vid. Big thanks bro!!",2023-09-22T06:15:34Z,0
81,His dad knew whats best 😂😂😂 .,2023-09-22T00:21:50Z,0
82,"Looks like mother was selfish and egoistic… telling him that she want to move to NYC while she’s sleeping like a queen on the bad and not providing anything… She’s a dreamer but without action, nothing to like about it",2023-09-21T22:34:23Z,0
83,patrick never dissapoints. What this man has done is truly inspiring. Incredible!.,2023-09-21T21:25:19Z,0
84,suffering isn't necessary but the burgeoise put the working class in a constant state of suffering.,2023-09-21T11:54:50Z,1
85,Ufc seems to have way more top fighters with glass jaws,2023-09-21T09:59:10Z,0
86,The thumbnail made me think this was about the Cyberpunk DLC,2023-09-20T22:16:04Z,0
87,"video is fn reaching 
no thank you on thin liberal",2023-09-20T06:05:53Z,0
88,This video is amazing!!!! Thank you!,2023-09-20T04:12:36Z,0
89,lol what a sad hit piece,2023-09-20T00:42:13Z,0
90,ok this guy is much cooler than dana,2023-09-19T23:39:28Z,0
91,I CAN'T STAND THE UFC AND HOW THEY FIGHT. THIS GUY IS THE REAL DEAL AND WILL TAKE DOWN THE UFC AND THAT IS NO JOKE!!!!,2023-09-19T18:41:19Z,0
92,amazing video,2023-09-19T15:59:13Z,0
93,wow didt knew that all,2023-09-19T14:57:12Z,0
94,The Chatri Sityodtong I was died forever.,2023-09-19T09:17:02Z,0
95,His mother is just wonderful aren't mother the best .,2023-09-19T07:59:46Z,0
96,"Thank you for this video man😭
 
I really needed this,as I go through one of the hardest times in my and my family's life😢

This story ignites the hope of taking my own family out of poverty

As an 18year old African boy facing his trial exams and reality of life 

I'd like to thank you for this
🙏",2023-09-19T05:58:32Z,5
97,Even hardcore UFC fans are tired of the UFC and Dana nonsense.,2023-09-18T14:54:10Z,1
98,"This story is incredible!!! Inspirational!!! Mr Gavia, the way you put these videos together is maybe one of the best production values I've come across on YouTube. Obviously this takes time so thank you. Truly one of the best viewing experiences!! Thank you, keep doing what your doing!",2023-09-18T09:06:20Z,0
99,Wow what a journey. No wonder why he is so damn successful. The man has been through some of the most difficult periods of time since he was a child. I wish I had just a tiny bit of the hustle and work ethic this man has.,2023-09-18T03:24:09Z,0
100,Bobby Lee really turned his life around 😮😮😮,2023-09-17T23:41:00Z,1
101,lol..i thought incogni was his company...duh...bottom 1/3,2023-09-17T22:31:42Z,0
102,One FC is a much better product than the UFC.,2023-09-17T20:02:59Z,0
103,Lmfao those memes were awesome,2023-09-17T17:19:55Z,0
104,18:30 caught me off gaurd,2023-09-17T16:53:03Z,0
105,They named it One because they are One negstive comment about the chinese communist party from not existing.,2023-09-17T16:28:38Z,0
106,This video is so well done....big thumbs up...,2023-09-17T13:27:14Z,0
107,"ONE FC is way better than the UFC!!! Period!!! Not to mention Dana White is a douche bag, gaping orifice, so ONE FC is definitely better than the UFC!!!",2023-09-17T12:56:58Z,0
108,"The UFC will always be levels ahead...(even though ONE and many other organisations are great) i love MMA and watch it all and enjoy it from them all....But the UFC will always stand out as the forerunner, theyre consistent with events every weekend, there's fighters on prelims that are better than the main events of all these others etc you see those that either retire from UFC or no longer have that high level they once did in their prime end up in these other organisations and become their main events, what with The Contender Series, The Ultimate Fighter and The UFC Performance Institutes growing Globally plus The UFC merging with WWE they even more of a powerhouse, and will always be N01.",2023-09-17T08:43:39Z,0
109,"ONE Championship totally won attention over UFC. In Facebook alone, ONE shows FREE fight videos. These are usually short fights or highlights of their longer fights. All for free. They're promoting their fighters by showcasing their life, not the drama they cause. 

The fighters themselves are very respectfully towards each other. No drama, no trashtalking, just pure skill and respect. I am rooting for ONE Championship's continued success!",2023-09-17T04:39:13Z,1
110,"ONE of the greatest documentary, ONE of the greatest story, ONE who truly deserved our respect, ONE channel where I come back again and again. Never felt so good to click on a ""Subscribe"" button. Thank You!",2023-09-17T03:44:25Z,0
111,Dana White is one of the worst people alive so I hope One is for real.,2023-09-16T22:07:32Z,0
112,Squirting of a victim.,2023-09-16T19:38:30Z,1
113,These are great videos very well done. That mother is 100 times more impressive than the father in truly amazed she's such a badass,2023-09-16T19:09:44Z,0
114,"Well I guess it's cool you're trying to be positive but a man who walks away from his family to allow them to starve because he's too frustrated or whatever is not a man. Those are called ""cowards"". I can't stand hearing these stories where people try to excuse stuff like this, or explain it. I mean I don't blame them for trying to explain it or for trying to make it more positive than what it was I mean it's like your dad so of course....but c'mon bruh. Even if your family is struggling then you go down with the ship or you do anything possible to escape the bad situation. The only possibility you don't do is to abandon ship on the people that you say you're committed to, but then leave bc you're too weak to see it or handle it. With situations this bad I almost always want to side with the people but when the people abandon their family, no, I abandon you. 0 respect. Reminds me so much of the pathetic ""men"" in some of these stories I hear, where they pretend like they care so much about something that they have to abandon it because they just ""care so much"". But that's so far from the truth that it's actually the exact opposite. If you truly cared about your son or wife, you do ANYTHING you can. Not nothing u can. That's the opposite of ""giving it all you got"". No wonder women took over the world when you've got ""men"" starting families and then running away terrified of the aftermath THEY created. Here's an idea... If you can't support a family, DON'T HAVE ONE. Dick.",2023-09-16T19:01:00Z,0
115,Doesn't seem like such a threat after the merger. 23 billion dollar company lmao😂😂😅😅😮,2023-09-16T18:59:59Z,0
116,"Good marketing and image management. 
Watching yhis documentary, im ready to hand him the keys to the world now 😅",2023-09-16T16:26:43Z,0
117,"""They are selling fights, we are  unleashing heroes"" Goddamn that's extremely powerful.",2023-09-16T16:22:43Z,0
118,I've always hated how indifference UFC in regards to racial and religious slurs.,2023-09-16T15:48:00Z,0
119,Who cares about an asian..js..stay over there..come to America and get smashed..,2023-09-16T12:26:28Z,0
120,"One organization focuses on Muay Thai solely while UFC is freestyle, how it's a threat, do your research man.
Maybe pfl is more of a competitor to ufc",2023-09-16T09:56:51Z,0
121,His story felt like KGF?,2023-09-16T06:14:51Z,0
122,Dana's ego will be the UFC's downfall.,2023-09-16T05:23:32Z,0
123,ONE over UFC,2023-09-16T04:07:37Z,0
124,"love how the the broadcast attendance (0:43) of even Bundesliga, a national football cup of an 80 million people country, is bigger then the NFL and NBA. The reason the NFL is so popular in the US is because they cant compete in any sport that is carried out on an international stage cause theyre just not good at any",2023-09-15T17:53:47Z,0
125,"""Be humble, so you can see well."" - Chatri's Mother 

That's got to be the best motherly advice I've ever heard.",2023-09-15T17:21:00Z,1
126,More respect for chatri than greedy Dana white,2023-09-15T16:36:27Z,0
127,"this crap don't work. This good guy bad guy crap. You believe this guy, well I got some FTX stock you can buy. Same grift",2023-09-15T16:21:04Z,1
128,One championship let's gooo 💯,2023-09-15T10:19:00Z,0
129,I absolutely hate Dana White. 👎👎👎👎😡,2023-09-15T07:28:31Z,0
130,One Championship is The Best. We all know when you talk about Fighting. It must be Asian. It must be Thailand. It must be MUAY THAI!!!!,2023-09-14T21:17:36Z,0
131,NICE HISTORY,2023-09-14T14:05:18Z,0
132,Success lies in suffering,2023-09-14T12:55:25Z,0
133,"Wow...inspiring story from a guy I didnt know half and hour before. What a journey. It is a declaration of war against all odds.
Great editing. Great message. Subscribing.  Shout out from Chile🇨🇱🌶",2023-09-14T12:41:45Z,0
134,"UFC will always make more noise than ONE and so, ONE doesn't stand a chance. However, a Monday night wars era, WCW vs. WWF inspired joint yearly PPV would see MMA rise higher than boxing and all sports perhaps and profit them both far more than them quietly competing with merely MMA fans watching.",2023-09-14T00:41:15Z,0
135,Dana white its on ONE FC,2023-09-13T22:28:32Z,0
136,A true underdog story. 👏🏽👏🏽👏🏽,2023-09-13T22:09:22Z,0
137,"“They’re selling fights, we unleashing hero’s”",2023-09-13T15:37:41Z,0
138,"13:57 so one company earns off your info then you have to pay another company to get them to remove it…
That’s like me going round with a bucket of mud throwing over peoples cars then coming back round with car washing equipment and charging them to clean their cars..",2023-09-13T11:25:40Z,0
139,Rip Angela lee,2023-09-13T10:37:14Z,0
140,"never forget one of the great ones that helped propel this organization to this height. Rest in Peace, Vitoria Lee 5/17/04 - 12/26/22.",2023-09-13T10:16:18Z,4
141,Great story ❤❤❤,2023-09-13T07:04:14Z,0
142,Brother your videos are so good! Thank you for all you do!,2023-09-13T05:33:06Z,0
143,"I never really get inspired by any1s life stoey, but this man just made a grown man crying.",2023-09-13T04:06:12Z,0
144,Best video fr,2023-09-12T21:19:42Z,0
145,Quality content brother,2023-09-12T19:41:02Z,0
146,Nothing short of incredible.,2023-09-12T19:16:10Z,0
147,❤❤,2023-09-12T17:50:00Z,0
148,"That is specifically why I never liked big mouth adesanya ! 
He always had a big mouth and irritating cockiness, but was never tested . Loud people are always hiding something … am happy because am right 🤣
When he got tested ? Blakovich , pereira , and now Strickland , even with Romero …. He got humbled . With all respect to all fighters and their hard work !",2023-09-12T09:53:34Z,0
149,😮 just wow,2023-09-12T09:29:22Z,0
150,So gooooood video!,2023-09-12T09:22:40Z,0
151,Dead,2023-09-12T08:19:22Z,0
152,"DW your done.....this needs to be a film..chatri, an inspiration and hope for so many, thank you for not being just another DW",2023-09-12T02:53:50Z,0
153,Definitely like one more for a few years now.. only thing they lack is big names for 155 or 170 and up,2023-09-11T23:18:33Z,0
154,Im not crying you’re crying,2023-09-11T22:44:24Z,0
155,It’s time that the fighters get the respect they earned . I hope this man destroys dana white’s industry. Dana has been taking advantage for many years and has no respect.,2023-09-11T20:09:50Z,0
156,Good to see Mario Yamazaki was able to make a great comeback!,2023-09-11T19:25:18Z,1
157,"DO NOT FEED YOUR FFING DOG MAC AND CHEESE, YOU ABSOLUUT LUNATIC. ESPECIALLY DONT PUT IT IN A GHODDAM YOUTUBE VIDEO LIKE ITS THE MOST NORMAL THING TO DO....ITS THE FUDGING 21ST CENTURY, HOW DO I HAVE TO EXPLAIN THIS......ITS. A. DOG. NOT. A. HUMAN.
DO. NOT. FEED. ANIMALS. HUMAN. FOOD. 
Gohd im getting sick and ffing tired of saying this but...DONT JUST FEED ANIMALS ANY 'OL BULLSHIRT. 
When in doubt GOOGLE IT!!! BUT DONT JUST FEED THEM YOUR SCRAPS, ITS A DOG NOT A PIG.
Contrary to populair believe...dogs cant handle most human food.
Do you have any ffing clue how much bloody sodium is in that mac and cheese....you wish to kill your dog? Just fudging get a knife and stab the dude than...dont torture the poor creature with all the internal pains it will go through because you thought it be easier to just let the dog finish your plate.
Dont feed bread to birds, dont feed mac and fudging cheese to a dog🤦for petes sake people, how do we have so much collective information but everyone just refuses to make proper use of it...
If you dont know if you can feed it to your dog, GOOGLE IT, THE DAMN THING HAS BEEN INVENTED FOR THAT VERY FFING PURPOSE!!!!
Stop this nonsence people.",2023-09-11T19:22:09Z,0
158,I’d rather watch One just so I don’t have to see Dana Whites annoying face,2023-09-11T14:54:20Z,0
159,"How would the dagastanis n american wrestler do in PRIDE FC ? WE CAN'T KNOW NOW BUT SEEN THE PAST BUT BUT BUT WE HAVE AT LEAST ONE FC LEAGUE THAT HAS THE WARRIOR SPIRIT, JUST LOOK HOW CLOWNISH UFC IS , U CANT KNEE TO FACE IF A FINGER TIP IS TOUCHING THE MAT!!! LMAO N SMH",2023-09-11T12:56:52Z,0
160,"Khabib went to Japan the home of Pride fc n seen for first time in life the culture that led PRIDE FC to be the best in the world, the rules, ring, points, ref, judges, fans n finally seen wat we all knew by 2000 that his ""fathers plan"" only worked for the UFC  8ogon , rules, points, judges then Islam M vs Alex Volk was a week later n he did not corner Islam , khabib eyes were opened, he musta seen finally how ""fathers plan"" is so very basic n the warrior spirit in 2000 would not let anyone with it want the ufc over PRIDE FC",2023-09-11T12:53:31Z,0
161,Lol this guys mom is vile. DO IT YOURSELF!!! It's not just on the man its on the women too. Then to force it on your older son is so disgusting,2023-09-11T12:32:36Z,0
162,"Thank God, some truly credible competition for the UFC.",2023-09-11T11:32:19Z,0
163,Back his country,2023-09-11T10:26:02Z,0
164,Phenomenon,2023-09-11T01:51:52Z,0
165,All he had was a loving and caring mother.,2023-09-11T00:59:06Z,0
166,"So you know you're a tommy tanker, Dana? 😅",2023-09-10T20:24:44Z,0
167,"Dana white should be ashamed of himself only thinking of himself, that's why alot of ufc fighters are leaving!",2023-09-10T18:29:17Z,0
168,Most of One fighters had better resumes than the UFC,2023-09-10T14:44:32Z,0
169,"imitation is the sincerest form of flattery.

But who paid the $80k in tuition fees per year after they lost all their money in the AF Crisis? Something doesn’t add up.",2023-09-10T14:25:49Z,0
170,"Shatri. There, that's better.",2023-09-10T14:17:43Z,0
171,"that ad segway was so so good usually I skip ads but this was so organic, keep it up your channel will blow up soon.",2023-09-10T12:04:38Z,0
172,Ain't gonna happen,2023-09-10T08:10:09Z,0
173,Competition is the best thing for consumers and employees,2023-09-09T16:06:22Z,0
174,"I’m so glad I watch the video I did not know any of the history I love MMA love the UFC love combat sports and I saw the title of this so I thought it was gonna be like a drama click bait.   Wow What a story

 I believe the world needs as many combat sport  successes as we can get‼️
The more the better! 
 I always looked at ONE  as a prestigious organization worldwide 🙏 🙏🏻🙏🏾🙏🏿",2023-09-09T15:21:27Z,0
175,Your Icogni ad was better than the entire movie.,2023-09-09T12:45:57Z,0
176,"What was his business that he started with his friend? The mom says they were eating microwave meals for $1 and then with no explanation,  he says they had $40mil and 100's of employees.. Whole thing seems like a fake story, sorry.. 🤷🏻‍♂️",2023-09-09T11:52:10Z,0
177,kinda like how like the US sees China,2023-09-09T07:57:10Z,0
178,One FC is better than UFC. They treat their fighters much better,2023-09-09T06:15:54Z,1
179,Can dogs eat Mac n cheese? It’s not bad for them?,2023-09-09T02:00:20Z,0
180,"This man is ill-informed & misguided, despite studying Muay Thai & graduating Harvard. 
""Do something *good* for people? To step into the Lumpini arena & get severely wounded?
Look at Mohammad Ali as the poster boy for having been punched mercilessly for so many years and witness the years of limited life as a result of a brain injury (resulting in Parkinson's disease). 
It is not difficult to extrapolate that this medical consequence has the same potential (Muay Thai fighter), to those who suffer severe cognitive effects that degrade their brains over time. 
It's not so much the length of life, but the quality that matters.",2023-09-08T22:54:32Z,0
181,gr8 fucking video God bless this motivates me 2 work harder in da gym n kick ass in mma,2023-09-08T22:38:51Z,0
182,"Great video… it made me remember my relationship with my father, I too had mixed emotions of my childhood. 

The first part was great, but when we came to this country it was hard and chaotic. 

My father ended becoming an alcoholic and eventually died. And through all this, I was dealing with resentment and love for him.  

the morning that he was dying, I dreamed of him. Just him and I watching the dodger beat the A’s in the 88 World Series. 

The best memory ever. Then my mom woke me up, to tell me my dad was not feeling well, his liver was shot and diabetes was damaging him.

So While we were waiting for the ambulance, my older brother told me to watch my dad for a shot minute. 

While I was there with him. Just him and I… my dad looked at me. And I really didn’t understand the whole thing so I just tried to talk to him. 

He then Smile at me,  and then I saw in eyes turn grey instantly… he died at 4:30am. 

For so long I’ve had this memory.

I now see, my father was asking for forgiveness. He too was very proud and it became hard for him to put food on the table..

I’m finally sober, alcohol took me away for many years… And have forgiven him as well. 

I thank for doing the video. It has helped me find something that I was ignoring for a long time!",2023-09-08T20:36:51Z,0
183,That man got real Yakuza vibe on him .... Dana might pissed himself just by his presence.... Amazing,2023-09-08T19:26:56Z,0
184,This video made me subscribe!! Amazing production.,2023-09-08T18:42:14Z,0
185,ufc need to stop treating their fighters like dirt and sort out the judging,2023-09-08T08:36:55Z,0
186,What a warrior! I love it. I really needed this right now ty 🥹,2023-09-08T04:37:53Z,0
187,LOL is it me or does  Chatri gives villain vibes.,2023-09-08T02:48:11Z,0
188,"When I fought in the Boston area, ten years ago, nearly every local fighter I met had, at minimum, been to his school.
Even the promoter trained there.",2023-09-08T01:11:08Z,1
189,I dont care about his inspiring little story if your organization have shit commentators and rigged fights i will not watch it,2023-09-07T23:36:49Z,0
190,China is folding as we speak when your economy is smoke and mirrors that happens.,2023-09-07T21:07:14Z,0
191,UFC fighters need to star a union.,2023-09-07T21:05:37Z,0
192,"I don't watch UFC anymore.
It's absolutely lame!!
This guy is so much better than Dana!!",2023-09-06T23:31:44Z,0
193,Very humble man chatri,2023-09-06T22:40:13Z,1
194,this guy wouldnt make it if dana wasnt around,2023-09-06T21:21:15Z,0
195,"If he was raised by a single mother he would have never gotten into Muay Thai, he would have never learned to control his violent tendencies, and more than likely turn into a criminal. Now he has one of the biggest sports companies on the planet. Traditional gender roles = positivity for everyone.",2023-09-06T19:55:42Z,0
196,"The One Championship and the UFC are businesses, and, as you all can see, unsurprisingly, they’re competitors.",2023-09-06T18:39:26Z,0
197,What a story,2023-09-06T17:34:32Z,0
198,Fighting is FIGHTING... I DONT want to see mutual respect... I want to see HATRED and VIOLENCE...,2023-09-06T13:24:11Z,1
199,Rodtang does resemble Iron Mike.,2023-09-06T08:13:47Z,0
200,"He’s not even close to Dana white level 

I personally know fighter that fight in one championship and it’s completely different league 
It’s like Christmas casual employment compare to UFC",2023-09-06T05:48:00Z,0
201,Brother you have to be one of the best documentary film makers I've ever seen. You my friend have a very special gift.,2023-09-06T04:42:41Z,0
202,It's  time for commata .,2023-09-05T22:54:52Z,0
203,"I am leaving this comment so that i can be back after i make it and i will do it 
The greatest",2023-09-05T18:59:27Z,0
204,"A true fighter , watch out",2023-09-05T18:29:08Z,0
205,"Get ready for ufc to finally get crushed , my system was Chinese , we knew when to kick we knew when to take down we were brutal , full contact training , we defensive kicked .",2023-09-05T18:25:25Z,0
206,"im fat and i struggle because i dont struggle bc my family takes care of me but i feel so lost and aimless in life. i feel a lot of shame and guilt and it hurts and i hate myself (a bit) and im getting over my ex who i hurt because i was too immature. thanks for this video. for anyone reading this, im not trying to shame anyone for being fat or make any claims about anything. i just feel unsatisfied with what i am doing right now.",2023-09-05T18:18:43Z,1
207,The ufc is been trash for a long time and Dana racists ass is finally getting what he deserves think you #ONE for providing a better options,2023-09-05T18:13:08Z,0
208,Wow this was amazing makes me think about switching sides tbh😂❤,2023-09-05T08:19:42Z,0
209,Who is down for the match Dana vs Chatri ?,2023-09-05T07:40:20Z,1
210,The main threat to the UFC is the class action litigation that could cost it billions.,2023-09-05T04:05:30Z,0
211,"One championship is far superior to the UFC, showcases different elements, Muay thai/kickboxing MMA, Grappling etc. Deeper pool, more flexible and innovative marketing, and capital in comparatively to where the UFC was 7-15 years in.",2023-09-05T03:03:17Z,0
212,"22:53
I woke up to see this and, at first, wondered what the F Bobby Lee and Khalila were doing talking MMA😂",2023-09-05T02:38:24Z,0
213,One championship over u f c nope never,2023-09-05T01:07:34Z,0
214,"Dana doesn't stand a chance against this guy, a guy with ethics and strong sense of morals like chatri will win 🎉❤",2023-09-04T19:56:48Z,0
215,"This YouTube channel dropped a documentary better than a NetFlix documentary, chatri is a legend",2023-09-04T19:50:39Z,0
216,God blesses  him.,2023-09-04T19:43:20Z,0
